ID	Reference Type	Year	Author	Title	Journal Title	ISBN/ISSN	DOI	URL	Abstract	Volume	Issue	Pages	Keywords	Country	State	LatDD	LonDD	Livestock type	"If other, please specify"	Agroforestry type	"If other, please specify"	Comparator	"If other, please specify"	Productivity measure	"If other, please specify"	Effect on productivity	GHGEs/Carbon	"If multiple or other, please specify"	Effect on carbon/GHG measure	Water quantity	Water quality	Air quality	Soil erosion	Economics
Van Laer2015_155	Journal Article	2015	"Van Laer, E.; Moons, C. P. H.; Ampe, B.; Sonck, B.; Vandaele, L.; De Campeneere, S.; Tuyttens, F. A. M."	Effect of summer conditions and shade on behavioural indicators of thermal discomfort in Holstein dairy and Belgian Blue beef cattle on pasture	Animal	1751-7311	10.1017/s1751731115000804	<Go to ISI>://WOS:000360392700012	"Using behavioural indicators of thermal discomfort, that is, shade seeking, panting scores (PS) and respiration rate (RR), we evaluated the effect of hot summer conditions and shade, for a herd of adult Holstein dairy cows and a herd of Belgian Blue beef cows kept on pasture in a temperate area (Belgium). During the summer of 2012, both herds were kept on pasture without access to shade (NS). During the summers of 2011 and 2013 each herd was divided into one group with (S) and one without (NS) access to shade. Shade was provided by young trees with shade cloth (80% reduction in solar radiation) hung between them. For S cows, we investigated how shade use was related to hot conditions as quantified by six climatic indices. The heat load index (HLI), which incorporates air temperature and humidity, solar radiation and wind speed, was the best predictor of the six indices tested. In 2011, there was a relatively high threshold for use of shade. When HLI = 90, shade use probability reached 17% for dairy cows and 27% for beef cows. In 2013, however, at HLI = 90, shade use probability reached 48% for dairy cows and 41% for beef cows. For animals from the NS treatment we determined the effect of hot summer conditions on RR and PS (with 0 = no panting and 4.5 = extreme panting). In both types of cattle, an increase in black globe temperature was the best predictor for increasing RR and PS. Furthermore, we determined how the effect of hot summer conditions on RR and PS was affected by the use of shade. Under hot conditions (black globe temperature >= 30 degrees C), >50% of the animals under shade retained normal PS and RR (PS < 1 and RR < 90 breaths per minute), whereas normal RR and PS were significantly less prevalent for animals outside shade. Our findings suggest that, even in temperate summers, heat can induce thermal discomfort in cattle, as evidenced by increases in shade use, RR and PS, and that shade increases thermal comfort."	9	9			Belgium		50.59	3.46	Cattle	Both dairy and beef cattle	Shelterbelt/Windbreak	Block of trees with shade cloth	Pasture without trees		Livestock heat stress		Positive								
Valtorta1997_157	Journal Article	1997	"Valtorta, S. E.; Leva, P. E.; Gallardo, M. R."	Evaluation of different shades to improve dairy cattle well-being in Argentina	International Journal of Biometeorology	0020-7128	10.1007/s004840050055	<Go to ISI>://WOS:000071004800004	"Two tree shades (TS1 and TS2) and an artificial shade structure (AS) were evaluated using black globe temperatures (BGTs) to assess their effectiveness in reducing heat load. The artificial structure consisted of a black woven polypropylene cloth providing 80% shade, mounted on 2.5-m-high eucalyptus posts. The work was carried out at Rafaela Experimental Station, Argentina, during the summer (January and February) 1994. BGTs and floor temperatures were measured in concrete floor holding pens with and without artifical shade. The results showed no difference between TS1, TS2 and AS, their average BGTs being 30.2 (SD 0.58), 29.0 (SD 0.70) and 30.2 (SD 0.74)degrees C, respectively. BGTs under all three shades were significantly lower (P<0.01) than the average BGT recorded outside: 35.5 (SD 1.12)degrees C. Average BGTs in holding pens were 32.4 (SD 1.38) and 39.9 (SD 1.91)degrees C for shaded and non-shaded areas (P<0.01). The corresponding average floor temperatures were 27.8 (SD 0.68)degrees C and 47.7 (SD 2.13)degrees C (P<0.01). To assess the effects of shade on animal well-being, afternoon rectal temperatures (RT) and respiratory rate (respirations per minute, RR) of lactating cows were recorded twice a week. Rectal temperatures were significantly higher for non-shaded cows (P<0.01), mean RT being 40.1 (SD 0.65)degrees C vs 39.3 (SD 0.42)degrees C for the shaded animals. Corresponding RRs were 78.9 (SD 18.0) and 60.7 (SD 10.6) (P<0.05). It was concluded that: (1) tree and artificial shades produced similar effects, (2) shading the holding pen with an 80% shading cloth was effective in reducing heat load and floor temperatures, and (3) access to shade in our pasture-based system improved animal well-being."	41	2			Argentina		-31.11	-61.33	Cattle		Shelterbelt/Windbreak	Block of trees	Pasture without trees		Livestock heat stress		Positive								
Teklehaimanot2002_202	Journal Article	2002	"Teklehaimanot, Z.; Jones, M.; Sinclair, F. L."	"Tree and livestock productivity in relation to tree planting configuration in a silvopastoral system in North Wales, UK"	Agroforestry Systems	0167-4366	10.1023/a:1021131026092	<Go to ISI>://WOS:000179341000005	"Silvopastoral systems in Europe offer the potential of introducing environmental benefits while at the same time increasing the diversity of farm outputs. The establishment of new silvopastoral systems by planting young trees into existing pasture was investigated at a site in North Wales, UK. Two tree species, sycamore (Acer pseudo-platanus L.) and red alder (Alnus rubra Bong.), were planted into pasture at a range of densities and planting arrangements. Growth of trees planted in farm woodland blocks (2500 stems ha(-1)) was compared with the growth of trees planted at 400 stems ha(-1) in clumps and dispersed throughout the plot and at 100 stems ha(-1) (dispersed). Over the first six years after planting, alder trees were significantly taller and larger in diameter than sycamore. Sycamore trees planted at close spacing in farm woodland or clumped arrangements were significantly larger in diameter than widely spaced sycamore at 100 and 400 stems ha(-1). Livestock productivity was unaffected by the presence of trees during the six-year establishment phase of the system. The planting of trees in a clumped pattern appears to combine silvicultural benefits to tree growth with agricultural benefits of maintaining livestock production while trees are established."	56	1	55-61		UK	Wales	52.3	-3.6	Sheep		Silvopasture		Pasture without trees		Livestock growth		No effect								
Takacs2009_210	Book Chapter	2009	"Takacs, V.; Frank, N."	"The Traditions, Resources and Potential of Forest Growing and Multipurpose Shelterbelts in Hungary"	Agroforestry in Europe: Current Status and Future Prospects	978-1-4020-8271-9(H)		<Go to ISI>://BCI:BCI200900313335	"Livestock-keeping in forests is a traditional practice in both the plains and mountain areas of Hungary. It has ensured the stability of marginal areas and sustained diversity. Following ownership changes in 1989, Hungarian agricultural activities diversified again and, on private farms, opened a range of options to plan and revitalize agroforestry systems, mainly based on the shelterbelt-systems of the 1960s. This paper reviews trends and possibilities in landscape-management both in specific locations and countrywide. In addition to the agroforestry potential there are examples of conservation, landscape protection and ethnic heritage of these farming methods. Because of changes in land structure and the accession of Hungary to the EU, the economic objectives of afforestation are increasing. The protective functions of forests as shelterbelts, landscape enhancement and settlement-protection are also being felt. It is expected to be an increase in shelterbelts, windbreaks, forest belts, hedgerows and alleys. Surveys in forest, and non-forest scenarios need to be followed by long term planning, which should increase forest protection. Examples of experience, with potential uses of agroforestry in Hungary are given, but optimal exploitation needs further research and collaboration of all sectors concerned."	6		610-618		Hungary		47.07	15.02	Pasture without livestock		Shelterbelt/Windbreak		Pasture without trees		Understory/pasture production		Positive								
Sudmeyer2008_216	Journal Article	2008	"Sudmeyer, R. A.; Simons, J. A."	Eucalyptus globulus agroforestry on deep sands on the southeast coast of Western Australia: The promise and the reality	Agriculture Ecosystems & Environment	0167-8809	10.1016/j.agee.2008.03.003	<Go to ISI>://WOS:000257528100010	"Secondary salinisation is a growing problem in Western Australia, with 1.1 Mha of agricultural and public land now affected to some extent. During the 1980s and early 1990s it was widely believed that agroforestry offered one of the best hopes for reducing the area at risk from salinisation while improving the productivity of conventional agricultural enterprises and providing new sources of income to landholders. This paper details the hydrogeology, tree water use and the productivity of Eucalyptus globulus, crops and pastures in an agroforestry system on the south coast of Western Australia with deep sandy soils and rising groundwater. The tree-belts directly occupied 10% of the catchment and the lateral spread of outer tree roots meant recharge was effectively eliminated over 20% of the catchment. However, groundwater at the site continued to rise for 13 years after the trees were planted. Sapflow and tree growth measurements showed that the trees did not access the brackish groundwater (>500 mg/L) present over most of the site. Consequently, tree growth was relatively poor (5 m(3)/ha/yr for inner trees) and the estimated economic returns from pulpwood production were less than from agriculture. While the outer tree rows grew at 8 times the rate of inner rows, this was at the expense of reduced crop and pasture growth in the adjacent 15-20 m wide competition zone (CZ). If the area of the CZ where agricultural production was less than breakeven is considered, then the outer tree rows grew at a similar rate (expressed on an area basis) as the inner rows. This suggests there was no economic advantage in growing pulpwood in belts rather than blocks at this site. Thinning the trees to 125 stems/ha allowed improved crop and pasture production and reduced wind erosion in the CZ, and facilitated greater growth rates of the remaining trees. It remains to be determined whether increased economic returns from the trees will compensate for the cost of thinning and pruning. This study has shown that E. globulus is not a suitable agroforestry tree species for medium rainfall sites with deep sands and brackish groundwater, other tree species may be more suited to these sites and achieve better economic and hydrological outcomes for landholders. (C) 2008 Elsevier B.V. All rights reserved."	127	01-Feb	668-73		Australia		-25.274398	133.775136	Pasture without livestock		Shelterbelt/Windbreak		Pasture without trees		Understory/pasture production		Mixed results (negative and no effect)								Mixed results (negative and no effect)
Sudmeyer2012_217	Journal Article	2012	"Sudmeyer, R. A.; Daniels, T.; Jones, H.; Huxtable, D."	The extent and cost of mallee-crop competition in unharvested carbon sequestration and harvested mallee biomass agroforestry systems	Crop & Pasture Science	1836-0947	10.1071/cp12129	<Go to ISI>://WOS:000308876900007	"Mallee-based agroforestry has potential to provide farmers with new income sources derived from biofuels, biofeedstocks, and carbon sequestration. Although mallees are planted on >12 700 ha across the south-west of Western Australia, very little commercial harvesting of mallee has occurred to date. The development of biomass processing industries is constrained by lack of robust information regarding the productivity of integrated mallee and agricultural systems. This study addresses this constraint by quantifying the productivity and economics of agricultural crops and pastures growing in the competition zone adjacent to mallee belts at 15 sites across the Western Australian wheatbelt. The sites covered a range of climate and edaphic conditions, three mallee species (Eucalyptus polybractea R Baker, E. loxophleba ssp. lissophloia LAS Johnson and KD Hill, or E. kochii ssp. plenissima (CA Gardner) Brooker), various crop and pasture rotations, and various mallee harvest-management treatments. Mallee-crop competition was negatively correlated with rainfall and positively correlated with mallee age and size, and greater for crops than pasture. Consequently, extent and magnitude of competition were highly variable across sites and years. On average, mallee-crop competition extended 11.3m from unharvested belts and reduced crop and pasture yields by 36% within 2-20m of the mallee belts relative to open paddock yields. This is similar to what has been reported for taller tree species. Harvesting mallees reduced competition such that crop and pasture yield was reduced by 22 or 27% relative to open paddock yields for mallees harvested at 3- or 6+-year intervals, respectively. The economic cost of mallee-crop competition on agricultural enterprises was also highly variable between sites, and between years within individual sites. Averaged across all site-years, the opportunity cost of competition was equivalent to forgoing agricultural production for 14.4m on each side of unharvested mallee belts, or 9-10m on each side of harvested belts. Farmers with mallee agroforestry systems will need to manage the economic impacts of competition by reducing agricultural input costs in the competition zone, timing crop-grazing rotations with mallee harvests, ensuring that the width of alleys is at least 25 times the height of the mature trees, and possibly root-pruning mallees in unharvested or long harvest interval systems. This research has shown that mallee-crop competition presents a significant cost to farmers and must be considered when designing mallee agroforestry systems. The findings have relevance for the development of appropriate biomass and carbon sequestration pricing benchmarks for mallee plantings."	63	6	140-140		Australia		-25.274398	133.775136	Pasture without livestock		Biofuel		Pasture without trees		Understory/pasture production		Negative								Unclear from article
Smith1942_264	Journal Article	1942	"Smith, R. M."	Some effects of black locusts and black walnuts on south-eastern Ohio pastures	Soil Science	0038-075X	http://dx.doi.org/10.1097/00010694-194205000-00007		"When widely spaced, both trees improved pastures notably. Postulates for a desirable ""pasture tree"" are listed."	53		115-120	pastures; trees; walnuts; woody plants	USA	Ohio	40.2862	-82.7937	Pasture without livestock		Silvopasture		Pasture without trees		Understory/pasture production		Mixed results (positive and no effect)								
Smith2018_269	Journal Article	2018	"Smith, J.; Deremetz, V.; Gerrard, C.; Costanzo, A."	"Interactions between trees, crops and animals: experiences in a novel bioenergy-livestock system in the UK"	"Proceedings of the 4th European Agroforestry Conference, Agroforestry as Sustainable Land Use, 28-30 May 2018, Nijmegen, The Netherlands"	978-84-09-02384-4			"Managing the interactions between trees, crops and animals is an on-going challenge for agroforestry farmers. This paper reports on interactions between trees, crops and both wild animals and livestock in the establishment years of a novel UK agroforestry system combining short rotation coppice for energy production with livestock production. Our trials suggest that in the first six years there is no significant impact of trees on the alley crops (pasture and whole crop oat silage) in this system. Protecting the trees from livestock damage is essential in the early years; with cattle, our results show that it this is possible using a single stranded electric fence. Patterns of biodiversity varied between taxa; earthworm abundances were higher in the tree rows, which represent an undisturbed stable habitat, while the more active ground beetles were in greater abundances in the crop alleys which may reflect higher levels of prey within the crop."			1-9	agroforestry; agroforestry systems; alley cropping; bioenergy; cattle farming; coppice; crops; forest trees; fuel crops; habitats; livestock farming; renewable energy; short rotation forestry; trees	UK	England	53.39	1.4	Cattle		Biofuel		Baseline from implementation		Understory/pasture production		Positive								
Sinden1972_282i	Journal Article	1972	"Sinden, J. A.; Kingsma, O. T."	Land tenure in the Cypress Pine areas of north-western New South Wales	Australian Journal of Agricultural Economics	0817-8763			"The effect of New South Wales settlement policies and land-use legislation, especially the effect of the existing lease systems on land use (timber production, grazing, or combined use) were studied on farms in the Callitris region of the Inverell area. Management for timber, with or without pasture, never gave the best results, but there was a variety of conditions under which a farmer could manage freehold land for joint production of timber and livestock. Though the existing leases are convenient to the state forest administration, they are considered to be less satisfactory from the point of view of social economics. Policies which would ensure that large areas of leased lands are not left to stagnate unthinned and unused are discussed. [Cf. FA 33, 1857]."	16	1	274-96	farm forestry; farm woodlands; forest policy; grazing; land use; legislation; management; pastures	Australia	New South Wales	-29.77	151.11	Mixture of sheep and cattle		Silvopasture		Forest without grazing		Total productivity (pasture + trees)	Multiple	Positive								Positive
Sinden1972_282ii	Journal Article	1972	"Sinden, J. A.; Kingsma, O. T."	Land tenure in the Cypress Pine areas of north-western New South Wales	Australian Journal of Agricultural Economics	0817-8763			"The effect of New South Wales settlement policies and land-use legislation, especially the effect of the existing lease systems on land use (timber production, grazing, or combined use) were studied on farms in the Callitris region of the Inverell area. Management for timber, with or without pasture, never gave the best results, but there was a variety of conditions under which a farmer could manage freehold land for joint production of timber and livestock. Though the existing leases are convenient to the state forest administration, they are considered to be less satisfactory from the point of view of social economics. Policies which would ensure that large areas of leased lands are not left to stagnate unthinned and unused are discussed. [Cf. FA 33, 1857]."	16	1	274-96	farm forestry; farm woodlands; forest policy; grazing; land use; legislation; management; pastures	Australia	New South Wales	-29.77	151.11	Mixture of sheep and cattle		Silvopasture		Forest without grazing		Livestock growth	Multiple	Positive								Positive
Silva-Pando2002_288	Journal Article	2002	"Silva-Pando, F. J.; Gonzalez-Hernandez, M. P.; Rozados-Lorenzo, M. J."	Pasture production in a silvopastoral system in relation with microclimate variables in the atlantic coast of Spain	Agroforestry Systems	0167-4366	10.1023/a:1021359817311	<Go to ISI>://WOS:000179612000003	"Grasses and legumes of high productivity and nutritional quality are a good alternative as pasture supplements in rangelands of low quality forage. Orchardgrass (Dactylis glomerata L. cv. 'Artabro') and white clover (Trifolium repens L. cv. 'Huia') are known as shade tolerant and low flammability species that have been successfully used in agroforestry systems in Galicia, both diminishing fire hazard compared with natural shrublands. In this study, annual and seasonal production of a grass mixture of both species was quantified during 3 years in a pinewood under different tree canopy covers. Regardless of cover, pasture production increased in summer, and decreased from fall to spring. We obtained a significant correlation between annual pasture production and light transmission through the tree canopy (R-2 = 0.96, P < 0.05). Light transmittance through a maritime pine canopy (Pinus pinaster Ait.) was higher than through a Scots pine canopy (P. sylvestris L.), corresponding to 36-57% and 16-21% of full sunlight respectively. The highest herbage production was obtained in no tree stands and the lowest under a P. sylvestris canopy. Fluctuations in light transmission, temperature and PAR (Photosynthetically Active Radiation) under tree canopy were less apparent compared with no tree stands. Variation in seasonal production was more pronounced in stands without trees, and appeared more uniform when percentage of light intercepted by tree canopy increased."	56	3	297-301		Spain		40.463667	-3.74922	Pasture without livestock		Silvopasture		Pasture without trees		Understory/pasture production		Negative								
Sibbald1994_296	Journal Article	1994	"Sibbald, A. R.; Griffiths, J. H.; Elston, D. A."	HERBAGE YIELD IN AGROFORESTRY SYSTEMS AS A FUNCTION OF EASILY MEASURED ATTRIBUTES OF THE TREE CANOPY	Forest Ecology and Management	0378-1127	10.1016/0378-1127(94)90170-8	<Go to ISI>://WOS:A1994NX63500012	"Data from an experiment that measured rates of herbage yield below different tree canopies have been used to investigate the relationship between annual herbage growth and readily estimated parameters of the canopy structure of evergreen conifers. Canopy structure data were collected by destructive sampling of trees removed from the experimental area immediately prior to its establishment, and from subsequent measurements on growing trees during the following 2 years. In New Zealand, it was found that relative pasture yield (the ratio of growth below a canopy to open pasture growth) was linearly related to green crown length in the case of Pinus radiata canopies. More recently, a family of relationships between relative pasture yield and green crown length, indexed by the mean height of trees forming the canopy has been derived. For our data, the regression of annual herbage yield on green crown length is good (R2 = 92.5%) but shows systematic variation in the residuals. Hence, other related explanatory variables were investigated to see if any gave a more satisfactory fit to the data. By assuming that individual trees have a canopy in the shape of a regular cone, the areas of the projections of the tree canopies at different inclinations to the vertical were calculated. If it is further assumed that the canopies are of even density, the projections can be used to estimate the proportion of direct light which is incident on the herbage under the trees as a function of the angle of the sun above the horizon. A regression using both vertical and horizontal projections in varying proportions indicated that the best fit to the data was obtained using the horizontal projection alone (R2 = 94.0%). These results indicate: first, that the horizontal projection of the crown gives a good, simple prediction of annual herbage yield; and secondly, that the horizontal component of incident light is most important for herbage growth at Scottish latitudes."	65	02-Mar	585-595		New Zealand		-40.900557	174.885971	Pasture without livestock		Silvopasture		Pasture without trees		Understory/pasture production		Decrease with increased tree density/cover/proximity								
