Paper ID	Publication Year	Author	Title	Journal / Secondary Title	DOI	Abstract	Volume	Issue	Pages	Multiple Studies? (LocatioNos/Proxies)	Study ID	Language	Country	Name of Site	LatDD	LonDD	Type of Archive	Proxy	Proxy interpretation	Cross Cutting Lens	Preparation of sample method	Unit of Proxy	Evidence of Agriculture	Stratigraphic	Radiocarbon	OSL	Pb210	Cs137	U_Th	Dendrochro	Tephra	Material_Dated	Oldest Date (C.E)	Newest Date (C.E)	Top and bottom of sequence dated?	Is the record continuous?	Calibration data set	Hard Water Error?	Other Chronology Notes	Depositional archive plotted against depth or time?	Raw data available	Average Annual Rainfall (mm)	Wettest Month (mm)	Wettest Quarter (mm)	Dryest Month (mm)	Driest Quarter (mm)	Coefficient of Variance	DEM 30m	ECO_NAME	BIOME_NAME
Franco-Gaviria2020_62	2020	"Franco-Gaviria, F.; Correa-Metrio, A.; Nunez-Useche, F.; Zawisza, E.; Caballero, M.; Prado, B.; Wojewodka, M.; Olivares, G.; Núñez-Useche, F.; Zawisza, E.; Caballero, M.; Prado, B.; Wojewódka, M.; Olivares, G."	Millennial-to-centennial scale lake system development in the mountains of tropical Mexico	Boreas	10.1111/bor.12430	"Rapid degradation of freshwater ecosystems threatens water supply for human populations and natural landscapes. At diverse time scales, this process has been clearly associated with climatic and anthropogenic forcings. The question remains, however, how tropical lakes have responded to these two sources of variability. We present a multiproxy record from Lake San Lorenzo, Lagunas de Montebello National Park, tropical Mexico, spanning the last 3400 years. We used multi-elemental concentrations, and Cladocera and pollen assemblages along the record to reconstruct regional and local environmental variability, aiming to infer the factors and processes involved in the evolution of the lacustrine system. A principal component analysis on the pooled biological and geochemical evidence allowed the inference of the main changes in lake level and productivity. At millennial scales, the development of the lake system has been closely associated with regional moisture availability, with wetter (drier) time intervals associated with high (low) lake stands. According to Ti concentrations, from 3400 to 1000 cal. a BP, regional conditions followed a trend towards drier conditions, with littoral cladoceran assemblages suggesting high lake productivity. The extreme regional droughts reportedly associated with the cultural collapse of the Maya civilization manifested in our study area through both high lake productivity and the lowest lake levels of the record. Through the last 800 years, the regional moisture availability has increased, with the water body becoming deeper and larger. Overall, our record offers evidence of a highly variable system strongly coupled with regional climates, but also very sensitive to local disturbances associated with human occupation. Lake San Lorenzo has been highly resilient to external pressures and has previously recovered from conditions probably alike those associated with the ongoing modern deterioration process. Nevertheless, such recovery involves a complex network of interactions amongst natural and human factors."	49	2	363-374	Yes	Franco-Gaviria2020_62.ii	English	Guatemala	San Lorenzo	16.147314	-91.768701	Lake Sediment Core	Cladocera	Productivity;Water Level	Water	Frey 1986; Szeroczynska & Sarmaja-Korjonen 2007	%	No		4							"Charcoal, Plant remains"	-1450	2013	Bottom	Not Reported	INTCAL13	Not Reported		Time	No	2150	2150	1038	35	132	7746	1497	Central American pine-oak forests	Tropical & Subtropical Coniferous Forests
Jacob1996_95	1996	"Jacob, J. S.; Hallmark, C. T."	"Holocene stratigraphy of Cobweb Swamp, a Maya wetland in northern Belize"	Bulletin of the Geological Society of America	10.1130/0016-7606(1996)108<0883:HSOCSA>2.3.CO;2	"We investigated the soils and sediments of Cobweb Swamp, adjacent to the archaeological site of Colha in northern Belize, to adumbrate landscape evolution and the impact of the ancient Maya on a tropical palustrine wetland. The Cobweb section exposes a complex and dynamically evolving landscape, with a rich interplay between natural and human forces. The Cobweb depression probably formed as a karstic doline or polje in interbedded limestone and marl of late Tertiary or Pleistocene age. During the latest Pleistocene, a terrestrial marsh covered most of the depression. Slope wash and colluviation from adjacent slopes impacted the depression during the early Holocene, possibly in response to a drier and cooler climate reported to have occurred in the region during this time. After ca. 5600 B.P., the Cobweb depression was affected by relatively rapidly rising sea levels in the area, and a brackish lagoon filled the basin. By 4800 B.P., a peat filled in the lagoon, probably because precipitation of a marl in the lagoon coupled with decreasing rates of sea-level rise enabled emergent vegetation to encroach the shallowing waters. Humans first began to affect the landscape when this peat was at the surface. Massive deforestation, resulting in increased runoff and rising water levels, is the most likely explanation for a fresh-water lagoon that again inundated the Cobweb depression between 3400 and 500 B.P. The Maya Clay was deposited on the edge of this lagoon as the result of upland erosion, almost as soon as deforestation began, but the bulk of the deposit was coincident with the sudden collapse of the Classic Maya civilization ca. 1000 B.P., suggesting that significant environmental degradation was associated with the demise of the Classic Maya. Peat began to fill the Cobweb lagoon sometime before 500 B.P., probably the result of shallower water levels from decreasing runoff resulting from reforestation after abandonment by the Maya."	108	7	883-891	Yes	Jacob1996_95.i	English	Belize	Cobweb Swamp	17.937719	-88.366374	Swamp Sediment Core	Inorganic Carbon	Climate;Land Use Change	Forests;Land Use Change	"NR, LOI"	%	Catchment Erosion	1								Not Reported	Not Reported	Not Reported	Neither	Not Reported	Stuiver and Reimer 1987	Not Reported		Depth	No	1641	1641	627	42	136	5337	15	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Jacob1996_95	1996	"Jacob, J. S.; Hallmark, C. T."	"Holocene stratigraphy of Cobweb Swamp, a Maya wetland in northern Belize"	Bulletin of the Geological Society of America	10.1130/0016-7606(1996)108<0883:HSOCSA>2.3.CO;2	"We investigated the soils and sediments of Cobweb Swamp, adjacent to the archaeological site of Colha in northern Belize, to adumbrate landscape evolution and the impact of the ancient Maya on a tropical palustrine wetland. The Cobweb section exposes a complex and dynamically evolving landscape, with a rich interplay between natural and human forces. The Cobweb depression probably formed as a karstic doline or polje in interbedded limestone and marl of late Tertiary or Pleistocene age. During the latest Pleistocene, a terrestrial marsh covered most of the depression. Slope wash and colluviation from adjacent slopes impacted the depression during the early Holocene, possibly in response to a drier and cooler climate reported to have occurred in the region during this time. After ca. 5600 B.P., the Cobweb depression was affected by relatively rapidly rising sea levels in the area, and a brackish lagoon filled the basin. By 4800 B.P., a peat filled in the lagoon, probably because precipitation of a marl in the lagoon coupled with decreasing rates of sea-level rise enabled emergent vegetation to encroach the shallowing waters. Humans first began to affect the landscape when this peat was at the surface. Massive deforestation, resulting in increased runoff and rising water levels, is the most likely explanation for a fresh-water lagoon that again inundated the Cobweb depression between 3400 and 500 B.P. The Maya Clay was deposited on the edge of this lagoon as the result of upland erosion, almost as soon as deforestation began, but the bulk of the deposit was coincident with the sudden collapse of the Classic Maya civilization ca. 1000 B.P., suggesting that significant environmental degradation was associated with the demise of the Classic Maya. Peat began to fill the Cobweb lagoon sometime before 500 B.P., probably the result of shallower water levels from decreasing runoff resulting from reforestation after abandonment by the Maya."	108	7	883-891	Yes	Jacob1996_95.ii	English	Belize	Cobweb Swamp	17.937719	-88.366374	Swamp Sediment Core	Organic Matter	Climate;Land Use Change	Forests;Land Use Change	"NR, LOI"	%	No	1								Not Reported	Not Reported	Not Reported	Neither	Not Reported	Stuiver and Reimer 1987	Not Reported		Depth	No	1641	1641	627	42	136	5337	15	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
JaeGeun2002_96	2002	"JaeGeun, K.; Rejmankova, E.; Kim, J. G.; Rejmnkov"	"Recent history of sediment deposition in marl- and sand-based marshes of Belize, Central America"	Catena	10.1016/S0341-8162(02)00031-0	"There are two contrasting types of wetlands in Belize: marl- and sand-based marshes. We measured accumulation rates of sediment in six cores from marl- and sand-based marshes of northern Belize and compared biogeochemical characteristics to assess recent wetland history ( ∼ 1850 to present). Sediment depth increments were analysed for bulk density, LOI, nutrients (C, N, P, S, Ca, Mg, K and Na) and snail shell density and species diversity. Cores were dated using 210Pb and a constant rate of supply model. Unsupported 210Pb inventories of the cores ranged from 6.16 to 8.92 pCi cm-2. Marl-based marshes showed the maximum peak of 210Pb activity from 4 to 10 cm below the sediment surface. 210Pb peaks corresponded with the bottom of a marl layer containing chlorophyll a and we suggest that this relationship reflects the high growth and decomposition rates of cyanobacterial mat. Inorganic carbon, Ca, Mg, K, Na, S and Pb contents and accumulation rates were much greater in the marl-based marshes than in the sand-based marshes. Average dry mass accumulation rates in the six marshes ranged from 113 to 572 g m-2 year-1 over the past 100 years. Average linear sedimentation rates during the last 100 years in the two types were not significantly different (0.93 and 1.08 mm year -1, respectively). Increased sediment accumulation by human activities such as soil washout from adjacent roads was recorded in a sand-based marsh near roads. Sediment cores in the marl-based marshes display changes of marsh vegetation, apparently caused by water level changes. The vegetation change occurred at the end of the 1800s and the beginning of 1900s and is represented by a band of dark peat in otherwise marl-dominated sediments. Overall, the sediment cores show that conditions were relatively undisturbed by human activities in the recent past. \textcopyright 2002 Elsevier Science B.V. All rights reserved."	48	4	267-291	Yes	JaeGeun2002_96.vii	English	Belize	Chan Chen	18.441426	-88.476495	Swamp Sediment Core	Molluscs	Salinity;Water Level	Water	"250um sieve, dried at 105 ◦C"	No. of	No				13						1889	1998	Top and Bottom	Yes	Not Reported	Not Applicable		Depth	No	1213	1213	500	23	86	6265	3	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
JaeGeun2002_96	2002	"JaeGeun, K.; Rejmankova, E.; Kim, J. G.; Rejmnkov"	"Recent history of sediment deposition in marl- and sand-based marshes of Belize, Central America"	Catena	10.1016/S0341-8162(02)00031-0	"There are two contrasting types of wetlands in Belize: marl- and sand-based marshes. We measured accumulation rates of sediment in six cores from marl- and sand-based marshes of northern Belize and compared biogeochemical characteristics to assess recent wetland history ( ∼ 1850 to present). Sediment depth increments were analysed for bulk density, LOI, nutrients (C, N, P, S, Ca, Mg, K and Na) and snail shell density and species diversity. Cores were dated using 210Pb and a constant rate of supply model. Unsupported 210Pb inventories of the cores ranged from 6.16 to 8.92 pCi cm-2. Marl-based marshes showed the maximum peak of 210Pb activity from 4 to 10 cm below the sediment surface. 210Pb peaks corresponded with the bottom of a marl layer containing chlorophyll a and we suggest that this relationship reflects the high growth and decomposition rates of cyanobacterial mat. Inorganic carbon, Ca, Mg, K, Na, S and Pb contents and accumulation rates were much greater in the marl-based marshes than in the sand-based marshes. Average dry mass accumulation rates in the six marshes ranged from 113 to 572 g m-2 year-1 over the past 100 years. Average linear sedimentation rates during the last 100 years in the two types were not significantly different (0.93 and 1.08 mm year -1, respectively). Increased sediment accumulation by human activities such as soil washout from adjacent roads was recorded in a sand-based marsh near roads. Sediment cores in the marl-based marshes display changes of marsh vegetation, apparently caused by water level changes. The vegetation change occurred at the end of the 1800s and the beginning of 1900s and is represented by a band of dark peat in otherwise marl-dominated sediments. Overall, the sediment cores show that conditions were relatively undisturbed by human activities in the recent past. \textcopyright 2002 Elsevier Science B.V. All rights reserved."	48	4	267-291	Yes	JaeGeun2002_96.viii	English	Belize	Buena Vista	18.385586	-88.470017	Swamp Sediment Core	Molluscs	Salinity;Water Level	Water	"250um sieve, dried at 105 ◦C"	No. of	No				15						1880	1998	Top and Bottom	Yes	Not Reported	Not Applicable		Depth	No	1249	1249	516	23	86	6353	14	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
JaeGeun2002_96	2002	"JaeGeun, K.; Rejmankova, E.; Kim, J. G.; Rejmnkov"	"Recent history of sediment deposition in marl- and sand-based marshes of Belize, Central America"	Catena	10.1016/S0341-8162(02)00031-0	"There are two contrasting types of wetlands in Belize: marl- and sand-based marshes. We measured accumulation rates of sediment in six cores from marl- and sand-based marshes of northern Belize and compared biogeochemical characteristics to assess recent wetland history ( ∼ 1850 to present). Sediment depth increments were analysed for bulk density, LOI, nutrients (C, N, P, S, Ca, Mg, K and Na) and snail shell density and species diversity. Cores were dated using 210Pb and a constant rate of supply model. Unsupported 210Pb inventories of the cores ranged from 6.16 to 8.92 pCi cm-2. Marl-based marshes showed the maximum peak of 210Pb activity from 4 to 10 cm below the sediment surface. 210Pb peaks corresponded with the bottom of a marl layer containing chlorophyll a and we suggest that this relationship reflects the high growth and decomposition rates of cyanobacterial mat. Inorganic carbon, Ca, Mg, K, Na, S and Pb contents and accumulation rates were much greater in the marl-based marshes than in the sand-based marshes. Average dry mass accumulation rates in the six marshes ranged from 113 to 572 g m-2 year-1 over the past 100 years. Average linear sedimentation rates during the last 100 years in the two types were not significantly different (0.93 and 1.08 mm year -1, respectively). Increased sediment accumulation by human activities such as soil washout from adjacent roads was recorded in a sand-based marsh near roads. Sediment cores in the marl-based marshes display changes of marsh vegetation, apparently caused by water level changes. The vegetation change occurred at the end of the 1800s and the beginning of 1900s and is represented by a band of dark peat in otherwise marl-dominated sediments. Overall, the sediment cores show that conditions were relatively undisturbed by human activities in the recent past. \textcopyright 2002 Elsevier Science B.V. All rights reserved."	48	4	267-291	Yes	JaeGeun2002_96.ix	English	Belize	Doubloon	18.0866	-88.448328	Swamp Sediment Core	Molluscs	Salinity;Water Level	Water	"250um sieve, dried at 105 ◦C"	No. of	No				15						1898	1998	Top and Bottom	Yes	Not Reported	Not Applicable		Depth	No	1484	1484	582	33	113	5756	10	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
JaeGeun2002_96	2002	"JaeGeun, K.; Rejmankova, E.; Kim, J. G.; Rejmnkov"	"Recent history of sediment deposition in marl- and sand-based marshes of Belize, Central America"	Catena	10.1016/S0341-8162(02)00031-0	"There are two contrasting types of wetlands in Belize: marl- and sand-based marshes. We measured accumulation rates of sediment in six cores from marl- and sand-based marshes of northern Belize and compared biogeochemical characteristics to assess recent wetland history ( ∼ 1850 to present). Sediment depth increments were analysed for bulk density, LOI, nutrients (C, N, P, S, Ca, Mg, K and Na) and snail shell density and species diversity. Cores were dated using 210Pb and a constant rate of supply model. Unsupported 210Pb inventories of the cores ranged from 6.16 to 8.92 pCi cm-2. Marl-based marshes showed the maximum peak of 210Pb activity from 4 to 10 cm below the sediment surface. 210Pb peaks corresponded with the bottom of a marl layer containing chlorophyll a and we suggest that this relationship reflects the high growth and decomposition rates of cyanobacterial mat. Inorganic carbon, Ca, Mg, K, Na, S and Pb contents and accumulation rates were much greater in the marl-based marshes than in the sand-based marshes. Average dry mass accumulation rates in the six marshes ranged from 113 to 572 g m-2 year-1 over the past 100 years. Average linear sedimentation rates during the last 100 years in the two types were not significantly different (0.93 and 1.08 mm year -1, respectively). Increased sediment accumulation by human activities such as soil washout from adjacent roads was recorded in a sand-based marsh near roads. Sediment cores in the marl-based marshes display changes of marsh vegetation, apparently caused by water level changes. The vegetation change occurred at the end of the 1800s and the beginning of 1900s and is represented by a band of dark peat in otherwise marl-dominated sediments. Overall, the sediment cores show that conditions were relatively undisturbed by human activities in the recent past. \textcopyright 2002 Elsevier Science B.V. All rights reserved."	48	4	267-291	Yes	JaeGeun2002_96.x	English	Belize	Big Snale	17.98935	-88.466374	Swamp Sediment Core	Molluscs	Salinity;Water Level	Water	"250um sieve, dried at 105 ◦C"	No. of	No				13						1857	1998	Top and Bottom	Yes	Not Reported	Not Applicable		Depth	No	1563	1563	606	40	126	5565	20	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
JaeGeun2002_96	2002	"JaeGeun, K.; Rejmankova, E.; Kim, J. G.; Rejmnkov"	"Recent history of sediment deposition in marl- and sand-based marshes of Belize, Central America"	Catena	10.1016/S0341-8162(02)00031-0	"There are two contrasting types of wetlands in Belize: marl- and sand-based marshes. We measured accumulation rates of sediment in six cores from marl- and sand-based marshes of northern Belize and compared biogeochemical characteristics to assess recent wetland history ( ∼ 1850 to present). Sediment depth increments were analysed for bulk density, LOI, nutrients (C, N, P, S, Ca, Mg, K and Na) and snail shell density and species diversity. Cores were dated using 210Pb and a constant rate of supply model. Unsupported 210Pb inventories of the cores ranged from 6.16 to 8.92 pCi cm-2. Marl-based marshes showed the maximum peak of 210Pb activity from 4 to 10 cm below the sediment surface. 210Pb peaks corresponded with the bottom of a marl layer containing chlorophyll a and we suggest that this relationship reflects the high growth and decomposition rates of cyanobacterial mat. Inorganic carbon, Ca, Mg, K, Na, S and Pb contents and accumulation rates were much greater in the marl-based marshes than in the sand-based marshes. Average dry mass accumulation rates in the six marshes ranged from 113 to 572 g m-2 year-1 over the past 100 years. Average linear sedimentation rates during the last 100 years in the two types were not significantly different (0.93 and 1.08 mm year -1, respectively). Increased sediment accumulation by human activities such as soil washout from adjacent roads was recorded in a sand-based marsh near roads. Sediment cores in the marl-based marshes display changes of marsh vegetation, apparently caused by water level changes. The vegetation change occurred at the end of the 1800s and the beginning of 1900s and is represented by a band of dark peat in otherwise marl-dominated sediments. Overall, the sediment cores show that conditions were relatively undisturbed by human activities in the recent past. \textcopyright 2002 Elsevier Science B.V. All rights reserved."	48	4	267-291	Yes	JaeGeun2002_96.xi	English	Belize	ONH11	17.988299	-88.511265	Swamp Sediment Core	Molluscs	Salinity;Water Level	Water	"250um sieve, dried at 105 ◦C"	No. of	No				13						1868	1998	Top and Bottom	Yes	Not Reported	Not Applicable		Depth	No	1550	1550	608	38	124	5599	41	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
JaeGeun2002_96	2002	"JaeGeun, K.; Rejmankova, E.; Kim, J. G.; Rejmnkov"	"Recent history of sediment deposition in marl- and sand-based marshes of Belize, Central America"	Catena	10.1016/S0341-8162(02)00031-0	"There are two contrasting types of wetlands in Belize: marl- and sand-based marshes. We measured accumulation rates of sediment in six cores from marl- and sand-based marshes of northern Belize and compared biogeochemical characteristics to assess recent wetland history ( ∼ 1850 to present). Sediment depth increments were analysed for bulk density, LOI, nutrients (C, N, P, S, Ca, Mg, K and Na) and snail shell density and species diversity. Cores were dated using 210Pb and a constant rate of supply model. Unsupported 210Pb inventories of the cores ranged from 6.16 to 8.92 pCi cm-2. Marl-based marshes showed the maximum peak of 210Pb activity from 4 to 10 cm below the sediment surface. 210Pb peaks corresponded with the bottom of a marl layer containing chlorophyll a and we suggest that this relationship reflects the high growth and decomposition rates of cyanobacterial mat. Inorganic carbon, Ca, Mg, K, Na, S and Pb contents and accumulation rates were much greater in the marl-based marshes than in the sand-based marshes. Average dry mass accumulation rates in the six marshes ranged from 113 to 572 g m-2 year-1 over the past 100 years. Average linear sedimentation rates during the last 100 years in the two types were not significantly different (0.93 and 1.08 mm year -1, respectively). Increased sediment accumulation by human activities such as soil washout from adjacent roads was recorded in a sand-based marsh near roads. Sediment cores in the marl-based marshes display changes of marsh vegetation, apparently caused by water level changes. The vegetation change occurred at the end of the 1800s and the beginning of 1900s and is represented by a band of dark peat in otherwise marl-dominated sediments. Overall, the sediment cores show that conditions were relatively undisturbed by human activities in the recent past. \textcopyright 2002 Elsevier Science B.V. All rights reserved."	48	4	267-291	Yes	JaeGeun2002_96.xii	English	Belize	ONH	17.986626	-88.417657	Swamp Sediment Core	Molluscs	Salinity;Water Level	Water	"250um sieve, dried at 105 ◦C"	No. of	No				14						1855	1998	Top and Bottom	Yes	Not Reported	Not Applicable		Depth	No	1575	1575	608	40	126	5511	18	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Anchukaitis2015_12	2015	"Anchukaitis, K. J.; Taylor, M. J.; Leland, C.; Pons, D.; Martin-Fernandez, J.; Castellanos, E."	Tree-ring reconstructed dry season rainfall in Guatemala	Climate Dynamics	https://doi.org/10.1007/s00382-014-2407-y	"Drought in Guatemala has negative consequences for agriculture and potable water supplies, particularly in regions of the country with highly seasonal rainfall. General circulation models suggest that a decrease in both winter and summer rainfall over Central America is likely and imminent as a consequence of anthropogenic influences on the climate system. However, precipitation observations over the last several decades are equivocal. Here, we use an Abies guatemalensis tree-ring chronology from the Sierra de los Cuchumatanes to estimate January through March rainfall since the late seventeenth century. Our reconstruction shows that recent winter-spring rainfall from the region is not yet exceptional in the context of the last several centuries, has a significant yet variable decadal component, is associated with large-scale modes of ocean-atmosphere variability, and reveals evidence of past multiyear droughts."	45	43987	1537-1546	No	Anchukaitis2015_12	English	Guatemala	Sierra de los Cuchumatanes	15.51	-91.6	Dendro	Dendro	Climate;Precipitation	Water	Not Reported	Variance	No							1		Not Reported	1710	2009	Top and Bottom	Not Reported	Not Reported	Not Applicable		Time	No	1378	1378	648	9	42	8430	2720	Central American pine-oak forests	Tropical & Subtropical Coniferous Forests
Hodell2007_78	2007	"Hodell, D. A.; Brenner, M.; Curtis, J. H."	"Climate and cultural history of the Northeastern Yucatan Peninsula, Quintana Roo, Mexico"	Climatic Change	10.1007/s10584-006-9177-4	"We inferred the Holocene paleoclimate history of the northeastern Yucatan Peninsula, Mexico, by studying stratigraphic variations in stable isotopes ($\delta$18O and $\delta$13C) and lithologic properties (organic matter and carbonate content) in sediment cores taken in 6.3 and 16.2 m of water from Lake Punta Laguna. We present a simple model to explain the lithologic and isotopic variations, and discuss the inferred paleoclimate history in terms of its relation to ancient Maya cultural development. We find evidence for lower lake level and drier climate at about the same time as each major discontinuity in Maya cultural history: Preclassic Abandonment (150-250 A.D.), Maya Hiatus (534 to 593 A.D.), Terminal Classic Collapse (750-1050 A.D.), and Postclassic Abandonment (mid-fifteenth century). Although these broad temporal correlations suggest climate played a role in Maya cultural evolution, chronological uncertainties preclude a detailed analysis of climate changes and archaeologically documented cultural transformations. \textcopyright 2007 Springer Science+Business Media, Inc."	83	43862	215-240	Yes	Hodell2007_78.i	English	Mexico	Punta Laguna	20.648487	-87.637178	Lake Sediment Core	Inorganic Carbon	Climate;Precipitation	Water	"Coulometric titration, LOI"	%	No		7							"Charcoal, Wood, Seeds"	-1900	1330	Neither	Not Reported	INTCAL04	No		Time	No	1183	1183	505	44	136	5425	22	Yucatán moist forests	Tropical & Subtropical Moist Broadleaf Forests
