Study ID	Citation	Year published	Year conducted (final year)	Scope	Location name	Country	"LatDD,LonDD"	Woodfuel assessed	Comparator	Comparator (specify)	Forest type  	Specific ecosystem type (author defined)	Natural/planted	"If natural forest, existing forest condition"	Forest size (include units)	Primary source of woodfuel used for domestic consumption	Primary source of woodfuel used for commercial purposes	Activity assessed	List if multiple  activities	Presence of woodfuel policy change	"Presence of alternative technologies i.e.  kilns and
cookstoves"	Short description of policy change and/or alt. technologies OR relevant policy changes known to you that are not mentioned in the paper (please add ** if it is your info and not from the paper)	Target of policy and/or alternative technologies 	"If multiple targets, specify using the same terminology under column W"	"Time elapsed since policy change, introduction of alternative technologies, or initiation of wood energy activity (years)"	Enforcement of rules governing woodfuel activities 	"Presence of other regulations on trade, energy, or environment"	Short description of other regulations on trade/ energy/ environment	"Tenure Regime type"	Tenure - Mixed (specify)	"Tenure - Formal protected area? (i.e. national park, biosphere reserve, etc.)"	Population density (pp/km2 or pp/ha)	"Recent population change in study area, including migration"	Poverty /food insecurity of majority (>50%)	Main source of income for majority (>50%) of population	"Distance to nearest market /urban center (if within urban area, select <10km)"	"Demand for woodfuel 
(local and external)"	Purpose of woodfuel use	"Other contributing factors affecting reported outcomes (i.e. agricultural expansion, livestock grazing, gender-based differences etc.)"	Study outcomes	Source of socioeconomic data	Source of socioeconomic data (specify methods)	Income	Employment	Assets	Equity	Costs	Profit	Other indicators used	Source of health data	Source of health data (specify methods)	Indoor pollution	Ilness	Other  health indicators used	Source of environmental data	Source of environmental data (specify methods)	"Forest cover (natural or planted), including above-ground biomass"	"Forest condition, including forest structure"	Biodiversity	C stocks	GHG emissions	Soil quality	Water quality
631	"Wessels KJ, Colgan MS, Erasmus BFN, Asner GP, Twine WC, Mathieu R, van Aardt JAN, Fisher JT, Smit IPJ. Unsustainable fuelwood extraction from South African savannas. Environmental Research Letters 2013; 8 DOI: 10.1088/1748-9326/8/1/014009"	2013	2008	Plot/sample site(s)	Bushbuckridge municipality; Lowveld - gabbro substrate L5	South Africa	"-24.8822798,31.4013847"	firewood	Control-Impact	NR	Savanna	NR	Natural	NR	NR	NR	NR	harvesting	NR	NR	NR	NR	NR	NR	NR	NR	environmental	protected areas located adjacent to study sites	Mixed (specify)	state-owned communal lands	No	NR	NR	NR	mixed	NR	NR	mostly domestic use	"limited accessibility for firewood extraction (accessible by only one distant village as it shares a border with private game reserve), absence of elephants, differences in fire management; geological substrate;  weakening of traditional institutions responsible for woodland resource governance, increasing commercialization of the wood trade, persistent poverty which hinders hh ascension up the energy ladder"	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	direct/proxy measurements	LiDAR (airborne light detection and ranging) data	Increase/More than comparator	NR	NR	NR	NR	NR	NR
632	"Wessels KJ, Erasmus BFN, Colgan M, Asner GP, Mathieu R, Twine W, Van Aardt JAN, Smit I. Impacts of communal fuelwood extraction on lidar-estimated biomass patterns of savanna woodland. International Geoscience and Remote Sensing Symposium (Igarss) Munich, Germany, 22-27 July 2012"	2012	2008	Plot/sample site(s)	communal area in the Lowveld (L5)	South Africa	"-25.0371922,30.869775"	firewood	Control-Impact	NR	Savanna	gabbro grassy bushveld (rangeland)	Natural	NR	NR	NR	NR	multiple (specify)	"harvesting, consumption"	absent/NR	absent/NR	NR	NR	NR	NR	absent/NR	environmental	"large mammal have been excluded for 34 years, fire suppressed for seven years"	Mixed (specify)	State-owned communal areas	No/NR	NR	NR	NR	NR	NR	high local	mostly domestic use	accessible only by one village; rest of plot borders game reserve at up to 2800m away from the village	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	direct/proxy measurements	LiDAR (Light Detection and Ranging) data; remote sensing on above ground biomass measurement	NR	NR	NR	Increase/More than comparator	NR	NR	NR
632	"Wessels KJ, Erasmus BFN, Colgan M, Asner GP, Mathieu R, Twine W, Van Aardt JAN, Smit I. Impacts of communal fuelwood extraction on lidar-estimated biomass patterns of savanna woodland. International Geoscience and Remote Sensing Symposium (Igarss) Munich, Germany, 22-27 July 2012"	2012	2008	Plot/sample site(s)	communal area in the Lowveld (L6)	South Africa	"-25.0371922,30.869775"	firewood	Control-Impact	NR	Savanna	gabbro grassy bushveld (rangeland)	Natural	NR	NR	NR	NR	harvesting	NR	absent/NR	absent/NR	NR	NR	NR	NR	absent/NR	environmental	"large mammal have been excluded for 34 years, fire suppressed for seven years"	Mixed (specify)	State-owned communal areas	No/NR	NR	NR	NR	NR	NR	NR	mostly domestic use	less than 1000 m from two villages	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	direct/proxy measurements	LiDAR (Light Detection and Ranging) data; remote sensing on above ground biomass measurement	NR	NR	NR	Decrease/Less than comparator	NR	NR	NR
632	"Wessels KJ, Erasmus BFN, Colgan M, Asner GP, Mathieu R, Twine W, Van Aardt JAN, Smit I. Impacts of communal fuelwood extraction on lidar-estimated biomass patterns of savanna woodland. International Geoscience and Remote Sensing Symposium (Igarss) Munich, Germany, 22-27 July 2012"	2012	2008	Plot/sample site(s)	communal area in the Lowveld (L7)	South Africa	"-25.0371922,30.869775"	firewood	Control-Impact	NR	Savanna	granite lowveld (rangeland)	Natural	NR	NR	NR	NR	harvesting	NR	absent/NR	absent/NR	NR	NR	NR	NR	absent/NR	environmental	"large mammal have been excluded for 34 years, fire suppressed for seven years"	Mixed (specify)	State-owned communal areas	No/NR	NR	NR	NR	NR	NR	NR	mostly domestic use	biomass mostly due to large fruiting trees preserved within fields	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	direct/proxy measurements	LiDAR (Light Detection and Ranging) data; remote sensing on above ground biomass measurement	NR	NR	NR	Decrease/Less than comparator	NR	NR	NR
641	"Yaye AD, Berti F. Issues around Village Agroforestry in Aguie (Niger).  Tropicultura 2008; 3:141-149"	2008	2004	Village/city	Dan Saga in the Maradi region	Niger	"13.6957, 7.73673"	firewood	Multiple case studies	Comparison of the uses of the trees in the field according to the household status	Agroforests	parkland	Natural	mostly degraded	14 330 ha	Trees on-farm	Trees on-farm	multiple or other (specify)	"Consumption, trading"	present	NR	"Household Energy Project that began to implement rural woodfuel markets to supply the main cities with woodfuel since 1992. However, the study area was not impacted by this project at the study time "	NR		10-15 years	NR	trade	"Even if it was not the case at the study time, there was a possibility for these two villages to have a rural woodfuel market (with a change a the legislation to allow the branches pruning in the fields)"	Community		No	NR	NR	NR	agriculture / livestock	> 60 km	NR	domestic and commercial use		multiple	multiple (specify)	"semi-structured collective Surveys, individual interviews, markets and fileds visite"	NR	NR	NR	NR	NR	NR	Fuelwood prices	NR	NR	NR	NR	NR	multiple (specify)	Two adjacent transects from the first fields	Mixed	Mixed	Mixed	NR	NR	NR	NR
Ahrends et al	"Ahrends A, Burgess ND, Milledge SAH, Bulling MT, Fisher B, Smart JCR, Clarke GP, Mhoro BE, Lewis SL. Predictable waves of sequential forest degradation and biodiversity loss spreading from an African city. PNAS 2010; 107: 14556-14561"	2010	2005	Plot/sample site(s)	Dar es Salaam and surrounding area	Tanzania	"-6.7692302,39.1142075"	charcoal	BACI (before-after & control-impact)	transects at 8 forests at different distances (20km to 210km) from Dar Es Salaam conducted in 1991 and 2005	Forests	NR	Natural	NR	NR	NR	Living trees 	harvesting	NR	present	NR	Strict forest resource extraction licensing system stated in Tanzania’s Forest Act (no. 14 of 2002) 	harvesting	NR	< 5 years	NR	NR	NR	State	NR	NR	NR	Increase/inward	NR	NR	< 10 km	high local - high external	domestic and commercial use	medium and high-value timber logging for export and construction leads degradation in forests further from cities and may also open forests for charcoal production in its wake	environmental	NR	NR	NR	NR	NR	NR	NR	NR	prices	NR	NR	NR	NR	NR	multiple (specify)	"direct measurements using transects measuring tree density, mean tree diameter; models/equations to calculate species richness indexes and above ground carbon "	Decrease/Less than comparator	Decrease/Less than comparator	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	NR
Boberg	"Boberg J, Woodfuel Markets in Developing Countries: A case study of Tanzania Ashgate ; Aldershot  2000; 207 pp"	2000	1990	Village/city	Shinyanga	Tanzania	"-3.6722437,33.4119436"	firewood	Multiple case studies	Firewood value chain participants in Mbeya and DeS; income also compared to national average salaries	Forests	NR	Both	mostly degraded	NR	Trees on-farm	Purchased at market 	multiple or other (specify)	"harvesting, processing, transportation, trade/marketing, consumption"	present	NR	taxes and fees  on woodfuels total 7 to 8% of retail price for charcoal and <1% for woodfuel	trade/marketing	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	< 10 km	low local	domestic and commercial use	wet vs. dry season changes in cost of transport and availability (due to poor roads); distance from sourcce to city	socioeconomic	direct/proxy measurements	"""backwards-linkage"" survey from end-users all the way to producers"	Increase/More than comparator	NR	NR	NR	Increase/More than comparator	Increase/More than comparator	prices	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
Boberg	"Boberg J, Woodfuel Markets in Developing Countries: A case study of Tanzania Ashgate ; Aldershot  2000; 207 pp"	2000	1990	Village/city	Dar es Salaam	Tanzania	"-6.7692302,39.1142075"	charcoal	Multiple case studies	Charcoal value chain participants in Mbeya and Shinyanga; income also compared to national average salaries	Forests	NR	NR	NR	NR	Purchased at market 	NR	multiple or other (specify)	"harvesting, processing, transportation, trade/marketing, consumption"	present	NR	taxes and fees  on woodfuels total 7 to 8% of retail price for charcoal and <1% for woodfuel	trade/marketing	NR	NR	NR	energy	"subsidized electricity, kerosene and LPG has made prices of these fuels lower than the effective price of charcoal or firewood in Dar es Salaam"	NR	NR	NR	NR	NR	NR	NR	< 10 km	high local	NR	wet vs. dry season changes in cost of transport and availability (due to poor roads); distance from sourcce to city	socioeconomic	direct/proxy measurements	"""backwards-linkage"" survey from end-users all the way to producers"	Increase/More than comparator	NR	NR	NR	Mixed	Increase/More than comparator	prices	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
Boberg	"Boberg J, Woodfuel Markets in Developing Countries: A case study of Tanzania Ashgate ; Aldershot  2000; 207 pp"	2000	1990	Village/city	Mbeya	Tanzania	"-8.9051294,33.417431"	charcoal	Multiple case studies	Charcoal value chain participants in DeS and Shinyanga; income also compared to national average salaries	Forests	NR	NR	NR	NR	Purchased at market 	NR	multiple or other (specify)	"harvesting, processing, transportation, trade/marketing, consumption"	present	NR	taxes and fees  on woodfuels total 7 to 8% of retail price for charcoal and <1% for woodfuel	trade/marketing	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	< 10 km	high local	NR	wet vs. dry season changes in cost of transport and availability (due to poor roads); distance from sourcce to city	socioeconomic	direct/proxy measurements	"""backwards-linkage"" survey from end-users all the way to producers"	Increase/More than comparator	NR	NR	NR	Decrease/Less than comparator	Decrease/Less than comparator	prices	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
Boberg	"Boberg J, Woodfuel Markets in Developing Countries: A case study of Tanzania Ashgate ; Aldershot  2000; 207 pp"	2000	1990	Village/city	Shinyanga	Tanzania	"-3.6722437,33.4119436"	charcoal	Multiple case studies	Charcoal value chain participants in Mbeya and DeS; income also compared to national average salaries	Forests	NR	NR	NR	NR	Purchased at market 	Purchased at market 	multiple or other (specify)	"harvesting, processing, transportation, trade/marketing, consumption"	present	NR	taxes and fees  on woodfuels total 7 to 8% of retail price for charcoal and <1% for woodfuel	trade/marketing	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	< 10 km	high local	NR	wet vs. dry season changes in cost of transport and availability (due to poor roads); distance from sourcce to city	socioeconomic	direct/proxy measurements	"""backwards-linkage"" survey from end-users all the way to producers"	Increase/More than comparator	NR	NR	NR	Increase/More than comparator	Increase/More than comparator	prices	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
Boberg	"Boberg J, Woodfuel Markets in Developing Countries: A case study of Tanzania Ashgate ; Aldershot  2000; 207 pp"	2000	1990	Village/city	Dar es Salaam	Tanzania	"-6.7692302,39.1142075"	firewood	Multiple case studies	Firewood value chain participants in Mbeya and Shinyanga; income also compared to national average salaries	Forests	NR	NR	NR	NR	Purchased at market 	NR	multiple or other (specify)	"harvesting, processing, transportation, trade/marketing, consumption"	present	NR	taxes and fees  on woodfuels total 7 to 8% of retail price for charcoal and <1% for woodfuel	trade/marketing	NR	NR	NR	energy	"subsidized electricity, kerosene and LPG has made prices of these fuels lower than the effective price of charcoal or firewood in Dar es Salaam"	NR	NR	NR	NR	NR	NR	NR	< 10 km	low local	NR	wet vs. dry season changes in cost of transport and availability (due to poor roads); distance from sourcce to city	socioeconomic	direct/proxy measurements	"""backwards-linkage"" survey from end-users all the way to producers"	Increase/More than comparator	NR	NR	NR	Mixed	Decrease/Less than comparator	prices	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
Boberg	"Boberg J, Woodfuel Markets in Developing Countries: A case study of Tanzania Ashgate ; Aldershot  2000; 207 pp"	2000	1990	Village/city	Mbeya	Tanzania	"-8.9051294,33.417431"	firewood	Multiple case studies	Firewood value chain participants in DeS and Shinyanga; income also compared to national average salaries	Forests	NR	Planted	NR	NR	Purchased at market 	NR	multiple or other (specify)	"harvesting, processing, transportation, trade/marketing, consumption"	present	NR	taxes and fees  on woodfuels total 7 to 8% of retail price for charcoal and <1% for woodfuel	trade/marketing	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	< 10 km	high local	NR	large number of women participating as traders and harvesters due to proximity of plantations around and within the city that supply firewood; wet vs. dry season changes in cost of transport and availability (due to poor roads); distance from sourcce to city	socioeconomic	direct/proxy measurements	"""backwards-linkage"" survey from end-users all the way to producers"	Increase/More than comparator	NR	NR	NR	Decrease/Less than comparator	Mixed	prices	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
Daddy	"Daddy F, Obot EA, Wari M. Woody Plant Utilization in the Kainji Lake Basin of Nigeria: Impact on Rangeland Ecosystem. Journal of Tropical Forest Resources 1986; 2: 43-49"	1986	NR	Plot/sample site(s)	Wawa village and surrounding area	Nigeria	"9.9060854,4.3987037"	both	Control-Impact	vegetation at Kainji Lake National Park (adjacent to site)	Woodlands	mature woodland with scattered shrubs	Natural	NR	NR	Living trees 	NR	harvesting	NR	present	NR	legal protection for two large woody plant species at village site	harvesting	NR	NR	NR	NR	NR	NR	NR	No	NR	Increase/inward	NR	NR	10-30 km	NR	NR	"yearly burning, unrestricted goat, sheep, cattle grazing"	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	direct/proxy measurements	transects - use of point-centered quarter technique to determine woody plant densities; observation of soil erosion	NR	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	Decrease/Less than comparator	NR
Digernes	"Digernes TH, Wood for fuel - energy crisis implying desertification: the case of Bara, the Sudan, PhD dissertation, University of Bergen 1977"	1979	1977	Village/city	Bara	Sudan/South Sudan	"13.6947122,28.1261158"	both	None (single case study)		NR	semi-arid drylands	Natural	NR	NR	Purchased at market 	Living trees 	multiple or other (specify)	"harvesting, consumption"	present	NR	A tax should be paid to the Forest Office in the centre of town for each donkey load of wood and sack of charcoal sold in Bara	trade/marketing	NR	NR	absent	environmental	"five-year desert encroachment programme - establishing grazing cooperatives, range seedings, firelines, small-scale irrigation, town perimeter afforestation, sand dune stabilization and shelter-belt establishment - but plan is three years behind schedule"	NR	NR	NR	NR	Increase/inward	NR	NR	< 10 km	high local	mostly domestic use	"The main human-enforced factors leading to the severe deforestation, erosion, and soil deterioration in the Sahel zone are overcultivation - land clearing for agriculture, overgrazing, and overcutting of vegetation for fuel; Sahel drought also led to Kababish nomads losing their livestock, and who have since settled in the outskirts of town trying to make a living from woodselling"	multiple	respondent perceptions/recall	"household surveys of women purchasing woodenergy (formerly collected it themselves, but now too distant)"	NR	NR	NR	NR	Increase/More than comparator	NR	NR	NR	NR	NR	NR	NR	respondent perceptions/recall	"perception studies, including villagers who supply Bara with fuelwood"	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	NR	NR	NR
Furukawa et al	"Furukawa T, Fujiwara K, Kiboi SK, Chalo Mutiso PB. Threshold change in forest understory vegetation as a result of selective fuelwood extraction in Nairobi, Kenya. Forest Ecology and Management 2011; 262:962-969 "	2011	2009	Designated area/reserve	"Ngong Road Forest Reserve, Nairobi"	Kenya	"-1.3158118,36.7320785"	firewood	Control-Impact	forest interior (vs sample plots near forest fences) 	Forests	semi-deciduous indigenous forests (plateau forest)	Natural	NR	600 ha (500 ha sampled)	Mix of deadwood and living trees	Mix of deadwood and living trees	harvesting	NR	NR	NR	NR	NR	NR	NR	NR	environmental	establishment of forest reserve	Mixed (specify)	State owned reserve with access and use by local community	Yes	NR	NR	NR	NR	< 10 km	high local - high external	domestic and commercial use	"occasional cattle grazing during severe droughts, tree clearing; selective extraction of preferred species leading to dominance of L. camara displacing indigenous flora; canopy cover area explains more about understory vegetation than distance to slum area"	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	direct/proxy measurements	transects	Decrease/Less than comparator	Decrease/Less than comparator	Mixed	NR	NR	NR	NR
462	"Nkamleu B, Endamana D, Gockowski J, Ndoye O, Sunderlin W. Economic analysis of fuelwood consumption in forest zones as exemplified in Cameroonian urban areas. Secheresse 2002; 13: 81-86"	2002	1996	Plot/sample site(s)	Mbalmayo	Cameroon	"3.5165902,11.4968919"	both	Multiple case studies	Cities compared for use and econometric analysis	Forests	NR	Natural	slightly degraded		NR	NR	consumption		NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	No	na	Increase/inward	NR	NR	< 10 km	NR	mostly domestic use		socioeconomic	direct/proxy measurements	HH surveys	NR	NR	NR	NR	Increase/More than comparator	NR	Expenditure on woodfuel	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
462	"Nkamleu B, Endamana D, Gockowski J, Ndoye O, Sunderlin W. Economic analysis of fuelwood consumption in forest zones as exemplified in Cameroonian urban areas. Secheresse 2002; 13: 81-86"	2002	1996	Plot/sample site(s)	Ebolowa	Cameroon	"2.9210965,11.1360168"	both	Multiple case studies	Cities compared for use and econometric analysis	Forests	NR	Natural	slightly degraded		NR	NR	consumption		NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	No	na	Increase/inward	NR	NR	< 10 km	NR	mostly domestic use		socioeconomic	direct/proxy measurements	HH surveys	NR	NR	NR	NR	Increase/More than comparator	NR	Expenditure on woodfuel	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
Gautier and van Santen	"Gautier D, van Santen J. Women at the edge of forest management in Northern Cameroon. Forests. Trees and Livelihoods 2014; 23: 143-158"	2003	2014	Village/city	Balaza	Cameroon	"10.6938501,14.4696379"	firewood	Multiple case studies	NR	Savanna	Sahelo-sudanian savannah with thorny trees; Sahelo-sudanian savannah with Combretaceae	Natural	NR	NR	Mix of deadwood and living trees	Mix of deadwood and living trees	multiple or other (specify)	"management of natural trees, harvesting, trade/marketing"	present	NR	law forbits selling green wood without a permit	trade/marketing	NR	NR	present	environmental	forestry law of 1994 introduced possibility of participatory management and many former state responsibilities have been transferred to regions and depts (even if central government still interferes); customary law on natural resource governance is present	Mixed (specify)	Mixed state and community (3 villages appear to hold community tenure over surrounding lands; 2 villages are located in a landscape of protected areas)	Yes	NR	Increase/inward	NR	forest	10-30 km	high local	domestic and commercial use	limited rights to women for tree management; customary laws on natural resource management; distance of woodland and age of settlement influence availability of fuelwood nearby; some deadwood collected from land opened for agriculture	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	respondent perceptions/recall	survey on women's perceptions and practices	NR	Decrease/Less than comparator	NR	NR	NR	NR	NR
Gautier et al	"Gautier D, Benjaminsen TA, Gazull L, Antona M. Neoliberal forest reform in Mali: Adverse effects of a World Bank 'success'. Society and Natural Resources 2012; 26: 702-716"	2012	2008	National	markets in Bamako; national forest management actors	Mali	"12.6127496,-8.0655529"	both	None (single case study)	NR	Forests	NR	NR	NR	NR	Mix of deadwood and living trees	NR	multiple or other (specify)	"harvesting, trade/marketing"	present	NR	"1995 revision of forest law with World Bank investments: ensure a sustainable supply of fuelwood to urban areas based on the exploitation of plots of savannas by rural people. The two sub-objectives of this part of the project were to achieve a sustainable management of the woody resources and poverty alleviation by shifting power and wealth in the fuelwood chain in favor of rural populations;
June 2004 ban on all cutting of green wood in the supply area of Bamako during the rainy season."	multiple or other (specify)	"harvesting, consumption, trade/marketing"	10-15 years	present	environmental	1995 forestry law revisions	NR	NR	NR	NR	Increase/inward	NR	NR	< 10 km	high local	NR	an important part of the wood that is gathered originates from land that is cleared for farming; droughts in northern sahel and clearing of land for agriculture are impt contributors to deforestation	socioeconomic	respondent perceptions/recall	Key informant interviews; survey on the actors involved in the fuelwood chain and the market places and their functioning	NR	Increase/More than comparator	NR	Increase/More than comparator	Increase/More than comparator	Mixed	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
Hautdidier and Gautier	"Hautdidier B, Gautier D. What Local Benefits Does the Implementation of Rural Wood Markets in Mali Generate? Ros-Tonen Mirjam A.F. (ed.), Dietz Ton (ed.).African forests between nature and livelihood resources. Interdisciplinary studies in conservation and forest management. Lewiston : The Edwin Mellin Press, pp. 191-220; 2005 "	2005	2004	Village/city	"Fiena village, Meguetan commune"	Mali	"13.4716851,-8.6585104"	both	Before-After	economic situation prior to establishment of rural wood markets	Savanna	savanna woodlands	Natural	NR	NR	NR	NR	multiple or other (specify)	"harvesting, trade/marketing"	present	NR	"1995 revision of forest law to decentralize forest governance: (i) a wood supply director scheme for each region; (ii) some negotiated creation and settlement of Rural Wood Markets, in connection with a delimited forest and a rural management structure; (iii) a differential taxation system that favours the supposedly sustainable harvesting methods of the markets."	multiple or other (specify)	"harvesting, transportation, trade/marketing"	< 5 years	NR	environmental	1995 forestry law revisions to promote the transfer of forest management responsibilities from the State to local people 	Community	NR	NR	NR	Increase/inward	below poverty line / food insecure	agriculture / livestock	< 10 km	high external	domestic and commercial use	worse road access; highly dependent on Korokoro for the marketing of its products	socioeconomic	direct/proxy measurements	quantitative socioeconomic surveys	Increase/More than comparator	NR	Neutral/No change	Increase/More than comparator	NR	NR	"increased community capital through taxes collected, thus funding infrastructure development and credit banks; higher prices for fuelwood sale; less conflict with foresters"	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
Hautdidier and Gautier	"Hautdidier B, Gautier D. What Local Benefits Does the Implementation of Rural Wood Markets in Mali Generate? Ros-Tonen Mirjam A.F. (ed.), Dietz Ton (ed.).African forests between nature and livelihood resources. Interdisciplinary studies in conservation and forest management. Lewiston : The Edwin Mellin Press, pp. 191-220; 2005 "	2005	2004	Village/city	"Sokouna village, Zan Coulibaly commune"	Mali	"12.8333535,-7.3087548"	both	Before-After	economic situation prior to establishment of rural wood markets	Savanna	savanna woodlands	Natural	NR	NR	NR	NR	multiple or other (specify)	"harvesting, trade/marketing"	present	NR	"1995 revision of forest law to decentralize forest governance: (i) a wood supply director scheme for each region; (ii) some negotiated creation and settlement of Rural Wood Markets, in connection with a delimited forest and a rural management structure; (iii) a differential taxation system that favours the supposedly sustainable harvesting methods of the markets."	multiple or other (specify)	"harvesting, transportation, trade/marketing"	5-10 years	NR	environmental	1995 forestry law revisions to promote the transfer of forest management responsibilities from the State to local people 	Community	NR	NR	NR	Increase/inward	below poverty line / food insecure	agriculture / livestock	10-30 km	high external	domestic and commercial use	Long history of woodcutting; benefited from various projects and thus tended to diversify their sources of income; worse road access	socioeconomic	direct/proxy measurements	quantitative socioeconomic surveys	Increase/More than comparator	NR	Increase/More than comparator	NR	NR	NR	"increased community capital through taxes collected, thus funding infrastructure development and credit banks; higher prices for fuelwood sale; less conflict with foresters"	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
Hautdidier and Gautier	"Hautdidier B, Gautier D. What Local Benefits Does the Implementation of Rural Wood Markets in Mali Generate? Ros-Tonen Mirjam A.F. (ed.), Dietz Ton (ed.).African forests between nature and livelihood resources. Interdisciplinary studies in conservation and forest management. Lewiston : The Edwin Mellin Press, pp. 191-220; 2005 "	2005	2004	Village/city	"Korokoro village, Zan Coulibaly commune"	Mali	"12.0000206,-7.3587548"	both	Before-After	economic situation prior to establishment of rural wood markets	Savanna	savanna woodlands	Natural	NR	NR	NR	NR	multiple or other (specify)	"harvesting, trade/marketing"	present	NR	"1995 revision of forest law to decentralize forest governance: (i) a wood supply director scheme for each region; (ii) some negotiated creation and settlement of Rural Wood Markets, in connection with a delimited forest and a rural management structure; (iii) a differential taxation system that favours the supposedly sustainable harvesting methods of the markets."	multiple or other (specify)	"harvesting, transportation, trade/marketing"	< 5 years	NR	environmental	1995 forestry law revisions to promote the transfer of forest management responsibilities from the State to local people 	Community	NR	NR	NR	Increase/inward	below poverty line / food insecure	agriculture / livestock	< 10 km	high external	domestic and commercial use	"Korokoro has a record of charcoal making, with a small group having been active since the 1980s; better road access to main markets"	socioeconomic	multiple (specify)	"direct/proxy measurements through quantitative socioeconomic surveys, respondent perceptions through qualitative interviews"	Increase/More than comparator	Increase/More than comparator	Increase/More than comparator	NR	NR	NR	"increased community capital through taxes collected, thus funding infrastructure development and credit banks; higher prices for fuelwood sale; less conflict with foresters; conflict between village chief and RWMA (wood market authorities)"	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
Kalaba et al	"Kalaba FK, Quinn CH, Dougill AJ, Vinya R. Floristic composition, species diversity and carbon storage in charcoal and agriculture fallows and management implications in Miombo woodlands of Zambia. Forest Ecology and Management 2013; 304: 99–109"	2013	2012	Plot/sample site(s)	Copperbelt province	Zambia	"-12.8536552,28.3518398"	charcoal	Control-Impact	undisturbed miombo in forest reserves and slash-and-burn fallows	Woodlands	miombo	Natural	mostly degraded	NR	NR	NR	harvesting	NR	present	NR	"charcoal fallows abandoned after cutting trees for charcoal production, no subsequent disturbance"	NR	NR	> 15 years	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	multiple (specify)	"direct measurements include transects - diameter at breast hight measurements, expert identification of species -> models include use of equations to estimate tree biomass and calculations of shannon diversity index and importance values index"	Mixed	Decrease/Less than comparator	Neutral/No change	Neutral/No change	NR	NR	NR
Ribot	Ribot JC. Forestry policy and charcoal production in Senegal. Energy Policy 1993; 21: 559-585	1993	1989	National	from rural to Dakar	Senegal	"14.7111048,-17.5008444"	charcoal	BACI (before-after & control-impact)	"Before policy and after, producers vs traders"	NR	NR	Natural	slightly degraded	NR	Deadwood 	NR	multiple or other (specify)	"mangement, harvesting, trade"	present	NR	Icensing of production and trade	multiple or other (specify)	"harvesting, producessing and trade"	> 15 years	present	multiple	Environement and energy	NR	NR	NR	NR	NR	NR	NR	> 60 km	low local - high external	domestic and commercial use	"agriculture expansion, fire"	socioeconomic	respondent perceptions/recall	"Reviews, questionnaires, observation"	Mixed	NR	NR	Decrease/Less than comparator		Mixed	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
